crim,zn,indus,nox,rm,age,dis,rad,tax,ptratio,popul,lstat,price
-0.4474,-0.4919,-0.1373,-0.0276,-0.8049,0.1577,0.0762,-0.566,-0.5574,-0.0506,0.4405,0.5425,19.8
-0.4156,-0.4919,-0.1373,-0.0276,0.2562,-0.0026,-0.1772,-0.566,-0.5574,-0.0506,0.4068,-0.3271,23.1
-0.4007,-0.4919,-0.1373,-0.0276,-0.2196,-0.3018,0.0611,-0.566,-0.5574,-0.0506,0.4271,0.0422,21.0
-0.4632,-0.4919,-0.5094,-0.486,0.334,-0.5334,0.3344,-0.4438,-0.6632,0.5174,0.4405,-0.8196,23.8
-0.4603,-0.4919,-0.5094,-0.486,0.2455,-0.4621,0.3344,-0.4438,-0.6632,0.5174,0.4405,-0.8711,23.1
-0.4259,-0.4919,-0.5094,-0.486,-0.3469,-0.6189,0.4261,-0.4438,-0.6632,0.5174,0.4405,-0.7417,20.4
-0.4396,-0.4919,-0.5094,-0.486,-0.9358,0.2503,0.4261,-0.4438,-0.6632,0.5174,0.3254,-0.1121,18.5
-0.4279,-0.4919,-0.5094,-0.486,0.3145,-0.968,0.4261,-0.4438,-0.6632,0.5174,0.4405,-0.988,25.0
-0.4582,-0.4919,-0.5094,-0.486,0.3428,-1.8728,0.7788,-0.4438,-0.6632,0.5174,0.3762,-1.15,24.6
-0.4356,-0.4919,-0.5094,-0.486,0.1324,-1.3669,0.7788,-0.4438,-0.6632,0.5174,0.4405,-0.9833,23.0
-0.4483,-0.4919,-0.5094,-0.486,-0.2726,-0.8397,0.7788,-0.4438,-0.6632,0.5174,0.4405,0.0516,22.2
-0.4837,-0.4919,-1.1206,-0.7825,-0.6528,-1.4774,0.6766,-0.566,0.2265,-0.7606,0.1521,-0.3879,19.3
-0.4835,-0.4919,-1.1206,-0.7825,0.1695,-1.7837,0.6766,-0.566,0.2265,-0.7606,0.0079,-0.7978,22.6
-0.4879,-0.4919,-1.1206,-0.7825,-0.1647,-1.2494,1.0111,-0.566,0.2265,-0.7606,-0.1245,-0.5251,19.8
-0.487,1.2984,-0.7042,-0.9812,-0.9393,-1.3848,1.4004,-0.9329,-0.5574,-0.7606,0.383,-0.0045,17.1
-0.4901,1.2984,-0.7042,-0.9812,-0.3646,-1.5664,1.4004,-0.9329,-0.5574,-0.7606,-0.2506,-0.7214,19.4
-0.4868,-0.4919,-0.8327,-0.2882,0.1394,-1.0392,1.3079,-0.4438,-1.0552,0.8013,0.2971,-1.0565,22.2
-0.4896,-0.4919,-0.8327,-0.2882,0.1288,-1.025,1.3079,-0.4438,-1.0552,0.8013,0.2909,-0.8898,20.7
-0.4891,-0.4919,-0.8327,-0.2882,-0.354,-1.1675,1.0678,-0.4438,-1.0552,0.8013,0.4405,-0.6934,21.1
-0.4902,-0.4919,-0.8327,-0.2882,-0.6511,-0.7471,0.685,-0.4438,-1.0552,0.8013,0.4405,-0.4144,19.5
-0.491,-0.4919,-0.8327,-0.2882,-0.6051,-0.2733,0.8798,-0.4438,-1.0552,0.8013,0.3988,-0.296,18.5
-0.4905,-0.4919,-0.8327,-0.2882,-0.3151,-1.0677,0.4724,-0.4438,-1.0552,0.8013,0.4253,-0.6155,20.6
-0.486,-0.4919,-0.8327,-0.2882,-0.4459,-0.7792,0.4724,-0.4438,-1.0552,0.8013,0.4405,-0.4238,19.0
-0.4847,-0.4919,-0.8327,-0.2882,-0.476,-0.3125,0.4724,-0.4438,-1.0552,0.8013,0.4405,-0.4939,18.7
-0.4945,1.2984,-1.3745,-0.9443,1.7752,-0.6402,1.602,-0.9329,-0.6819,-1.4232,0.3974,-1.0861,32.7
-0.4921,-0.4919,-1.3199,-0.2613,0.5356,-0.2698,1.2107,-0.9329,0.1767,-1.2339,0.302,-0.5937,16.5
-0.492,2.3214,-1.0409,-0.5668,0.8114,-0.3873,0.9393,-0.4438,-0.1468,-0.4293,0.4405,-0.8228,23.9
-0.491,2.3214,-1.0409,-0.5668,1.1262,-1.3954,1.3115,-0.4438,-0.1468,-0.4293,0.2624,-1.2233,31.2
-0.4908,-0.4919,-0.9508,-0.9443,-0.3946,-0.6687,2.0972,-0.6883,-0.2588,0.1387,0.2159,-0.3007,17.5
-0.4847,-0.4919,-0.9508,-0.9443,-0.5998,-0.5334,2.0972,-0.6883,-0.2588,0.1387,-0.2035,0.0329,17.2
-0.4941,3.6002,-1.3022,-1.0072,0.7036,-1.3384,2.2649,-0.566,-0.7068,-0.7132,0.3216,-1.0082,24.5
-0.4913,1.5542,-1.4144,-1.0612,1.2412,-1.1675,2.4924,-0.9329,-0.3646,0.5647,0.2999,-1.0238,26.6
-0.4846,1.5542,-1.4144,-1.0612,0.4471,-0.8148,2.4924,-0.9329,-0.3646,0.5647,0.4405,-1.0098,22.9
0.3675,-0.4919,1.0733,2.0036,-0.2213,0.4997,-0.6966,1.8798,1.6949,0.8013,0.3176,0.0329,22.6
0.4245,-0.4919,1.0733,2.0036,0.2844,0.7384,-0.692,1.8798,1.6949,0.8013,-0.0051,-0.7277,25.0
0.2814,-0.4919,1.0733,2.0036,0.0245,0.8488,-0.805,1.8798,1.6949,0.8013,-0.4819,0.2698,19.9
0.2492,-0.4919,1.0733,2.0036,-1.5477,1.0305,-0.9024,1.8798,1.6949,0.8013,0.1192,-0.3536,20.8
0.253,-0.4919,1.0733,1.5363,-2.2533,0.8595,-1.0807,1.8798,1.6949,0.8013,-1.1723,0.2402,21.9
3.4819,-0.4919,1.0733,1.1139,1.9026,1.091,-1.302,1.8798,1.6949,0.8013,0.4405,0.1529,15.0
2.6051,-0.4919,1.0733,1.1139,0.7283,0.9272,-1.2875,1.8798,1.6949,0.8013,-0.2352,1.6802,13.9
1.4962,-0.4919,1.0733,1.1139,0.9848,1.1231,-1.2808,1.8798,1.6949,0.8013,0.4405,1.3685,13.3
4.3015,-0.4919,1.0733,1.1139,0.2526,1.0305,-1.2666,1.8798,1.6949,0.8013,0.4405,1.7504,13.1
3.1283,-0.4919,1.0733,1.1139,-0.025,1.1658,-1.2666,1.8798,1.6949,0.8013,0.3774,1.4527,10.2
2.7241,-0.4919,1.0733,1.1139,0.5444,1.1338,-1.199,1.8798,1.6949,0.8013,0.4405,1.3436,10.9
1.3671,-0.4919,1.0733,1.3745,-1.2399,1.1658,-1.1679,1.8798,1.6949,0.8013,0.4405,1.7363,11.3
1.1247,-0.4919,1.0733,1.3745,-1.2682,1.1658,-1.192,1.8798,1.6949,0.8013,0.4405,1.8859,12.3
3.5785,-0.4919,1.0733,1.3745,-3.3055,0.8524,-1.2395,1.8798,1.6949,0.8013,-1.7746,2.832,8.8
2.9143,-0.4919,1.0733,1.3745,-1.698,1.0982,-1.2463,1.8798,1.6949,0.8013,0.4405,2.86,7.2
4.4528,-0.4919,1.0733,1.3745,-2.8033,1.1658,-1.2254,1.8798,1.6949,0.8013,0.4405,2.4657,10.5
4.0882,-0.4919,1.0733,1.3745,-2.1878,0.7918,-1.1994,1.8798,1.6949,0.8013,0.4405,3.0439,7.4
2.4114,-0.4919,1.0733,1.3745,-2.4,1.1658,-1.1633,1.8798,1.6949,0.8013,-0.0378,2.8304,10.2
1.157,-0.4919,1.0733,1.3745,-1.4981,1.1267,-1.093,1.8798,1.6949,0.8013,0.4405,1.3077,11.5
0.9156,-0.4919,1.0733,1.3745,-0.9269,1.059,-0.9923,1.8798,1.6949,0.8013,0.3912,0.7249,15.1
0.5769,-0.4919,1.0733,1.3745,-0.3292,0.5424,-0.8698,1.8798,1.6949,0.8013,0.0711,0.982,23.2
1.8522,-0.4919,1.0733,1.3745,-2.1242,1.059,-1.0717,1.8798,1.6949,0.8013,0.4405,2.0605,9.7
1.257,-0.4919,1.0733,1.3116,-0.0781,0.9022,-1.061,1.8798,1.6949,0.8013,0.4405,0.4225,13.8
2.2138,-0.4919,1.0733,1.3116,-0.6192,0.977,-1.0656,1.8798,1.6949,0.8013,0.4405,0.6064,12.7
1.2716,-0.4919,1.0733,1.3116,0.4135,1.1231,-1.0942,1.8798,1.6949,0.8013,0.3423,0.7264,13.1
0.6944,-0.4919,1.0733,1.3116,0.2968,1.0234,-1.119,1.8798,1.6949,0.8013,0.4405,1.0771,12.5
1.0596,-0.4919,1.0733,1.3116,-0.8668,1.1267,-1.141,1.8798,1.6949,0.8013,0.3647,1.1628,8.5
1.5151,-0.4919,1.0733,1.3116,-0.6811,0.375,-1.2086,1.8798,1.6949,0.8013,-0.731,2.7291,6.3
4.5852,-0.4919,1.0733,1.3116,-0.4424,1.1658,-1.1637,1.8798,1.6949,0.8013,0.4405,2.2304,5.6
2.3916,-0.4919,1.0733,1.3116,0.1872,1.1658,-1.1711,1.8798,1.6949,0.8013,0.4405,1.2251,7.2
1.45,-0.4919,1.0733,1.3116,0.2951,1.1658,-1.1382,1.8798,1.6949,0.8013,0.0258,1.2236,12.1
4.5356,-0.4919,1.0733,1.3116,-1.5706,1.0234,-1.1058,1.8798,1.6949,0.8013,0.4405,1.1394,8.3
1.9279,-0.4919,1.0733,1.006,-1.1126,1.1658,-1.3178,1.8798,1.6949,0.8013,-0.8521,-0.0513,27.9
1.0052,-0.4919,1.0733,0.4488,-1.0967,1.091,-1.2317,1.8798,1.6949,0.8013,-1.2001,2.1727,17.2
2.4326,-0.4919,1.0733,0.4488,1.0873,1.1658,-1.2263,1.8798,1.6949,0.8013,-3.898,1.141,27.5
5.3177,-0.4919,1.0733,0.4488,-1.9137,1.1658,-1.1634,1.8798,1.6949,0.8013,-3.2676,1.1877,16.3
4.7667,-0.4919,1.0733,1.1858,-1.6502,0.7776,-1.1339,1.8798,1.6949,0.8013,-4.935,2.2101,10.4
1.7527,-0.4919,1.0733,1.5363,0.3074,1.1658,-1.0266,1.8798,1.6949,0.8013,-1.1181,0.3991,16.7
0.9279,-0.4919,1.0733,1.5363,-0.4088,0.9984,-1.0186,1.8798,1.6949,0.8013,-1.0936,0.5051,14.2
1.9476,-0.4919,1.0733,0.6016,-1.0419,0.7241,-0.9797,1.8798,1.6949,0.8013,-1.6606,0.2557,20.8
0.9978,-0.4919,1.0733,1.1858,-0.0781,0.3857,-0.9877,1.8798,1.6949,0.8013,-5.5459,1.4122,11.0
0.8105,-0.4919,1.0733,0.3319,0.3322,0.2682,-0.8533,1.8798,1.6949,0.8013,-5.5215,-0.0669,16.1
0.6353,-0.4919,1.0733,1.4913,0.3516,0.7348,-0.7947,1.8798,1.6949,0.8013,-5.4769,0.5861,14.3
2.3261,-0.4919,1.0733,1.4913,-0.0516,0.9877,-0.8422,1.8798,1.6949,0.8013,-5.4681,0.4225,11.7
1.7675,-0.4919,1.0733,1.734,0.693,0.9735,-0.8917,1.8798,1.6949,0.8013,-5.2842,1.6849,13.4
1.4084,-0.4919,1.0733,1.734,-1.079,0.9485,-1.0478,1.8798,1.6949,0.8013,0.4405,1.6241,12.8
3.9774,-0.4919,1.0733,1.734,-0.7412,0.8951,-1.0229,1.8798,1.6949,0.8013,0.3318,1.5041,10.5
1.4761,-0.4919,1.0733,1.734,0.2986,1.0661,-0.9219,1.8798,1.6949,0.8013,0.2223,1.1005,17.1
0.6527,-0.4919,1.0733,1.734,-0.0321,1.1658,-0.9525,1.8798,1.6949,0.8013,0.4163,0.6438,18.4
1.5252,-0.4919,1.0733,1.734,0.4383,1.1658,-0.9659,1.8798,1.6949,0.8013,0.2376,0.996,15.4
2.1007,-0.4919,1.0733,1.734,-0.6776,1.0447,-1.008,1.8798,1.6949,0.8013,-2.6783,1.7659,10.8
0.7788,-0.4919,1.0733,1.734,0.1836,1.0376,-0.9184,1.8798,1.6949,0.8013,-1.1329,0.8308,14.9
1.5168,-0.4919,1.0733,1.734,0.0245,1.0447,-0.8545,1.8798,1.6949,0.8013,0.2733,0.6204,12.6
1.3959,-0.4919,1.0733,1.4913,-0.0922,1.1195,-0.8222,1.8798,1.6949,0.8013,0.4405,0.8838,14.1
1.03,-0.4919,1.0733,1.4913,0.318,1.1053,-0.8611,1.8798,1.6949,0.8013,-1.4081,1.0677,13.0
0.6069,-0.4919,1.0733,1.4913,0.7389,1.1017,-0.7747,1.8798,1.6949,0.8013,-0.3894,0.8215,15.2
0.5357,-0.4919,1.0733,1.4913,0.1058,0.8737,-0.7681,1.8798,1.6949,0.8013,0.2049,0.7498,16.1
1.1765,-0.4919,1.0733,1.4913,2.044,1.1409,-0.7252,1.8798,1.6949,0.8013,0.021,0.6672,17.8
1.0759,-0.4919,1.0733,1.4913,0.1129,0.5852,-0.5575,1.8798,1.6949,0.8013,-2.0463,0.5877,14.9
0.8829,-0.4919,1.0733,1.4913,-0.2761,0.6101,-0.5908,1.8798,1.6949,0.8013,0.4405,0.3492,20.0
0.4793,-0.4919,1.0733,1.4913,0.8203,0.8096,-0.6517,1.8798,1.6949,0.8013,-2.3849,0.6173,16.4
0.2522,-0.4919,1.0733,1.4913,0.2455,0.7526,-0.6671,1.8798,1.6949,0.8013,0.3314,0.3415,17.7
0.8532,-0.4919,1.0733,1.4913,0.1412,0.5603,-0.5822,1.8798,1.6949,0.8013,0.4405,0.2386,19.5
0.6841,-0.4919,1.0733,1.4913,0.4878,0.8061,-0.5481,1.8798,1.6949,0.8013,0.379,-0.3381,20.2
1.0936,-0.4919,1.0733,0.9701,-0.0498,-0.0667,-0.466,1.8798,1.6949,0.8013,0.4405,0.1186,21.4
0.1448,-0.4919,1.0733,0.9701,-0.8456,-0.6794,-0.4137,1.8798,1.6949,0.8013,-0.806,0.2604,19.9
0.4002,-0.4919,1.0733,0.3319,-0.4141,0.9699,-0.6807,1.8798,1.6949,0.8013,-0.868,1.381,19.1
2.6634,-0.4919,1.0733,0.296,-0.5503,0.1328,-0.4939,1.8798,1.6949,0.8013,-0.1211,0.8838,19.1
2.156,-0.4919,1.0733,0.296,-0.9269,-0.3766,-0.5369,1.8798,1.6949,0.8013,0.4405,0.3586,20.1
0.3853,-0.4919,1.0733,0.296,-0.1241,0.5959,-0.4305,1.8798,1.6949,0.8013,0.4405,0.5971,19.9
0.3223,-0.4919,1.0733,-0.1354,-0.0144,0.8346,-0.397,1.8798,1.6949,0.8013,0.4091,0.064,19.6
0.227,-0.4919,1.0733,0.296,0.3534,0.2753,-0.5,1.8798,1.6949,0.8013,0.3701,0.2963,23.2
0.4458,-0.4919,1.0733,0.6016,1.3137,0.0117,-0.6845,1.8798,1.6949,0.8013,-0.0027,-0.1245,29.8
1.1375,-0.4919,1.0733,0.3319,-1.4327,1.002,-0.7368,1.8798,1.6949,0.8013,-0.4434,0.8854,13.8
0.8001,-0.4919,1.0733,0.3319,-0.1329,1.0732,-0.8504,1.8798,1.6949,0.8013,-1.437,1.8143,13.3
0.4913,-0.4919,1.0733,0.6016,0.4365,0.9379,-0.8,1.8798,1.6949,0.8013,0.4267,0.9695,16.7
2.5514,-0.4919,1.0733,0.6016,-1.6502,1.0697,-0.9039,1.8798,1.6949,0.8013,-0.5052,1.9405,12.0
1.5793,-0.4919,1.0733,0.6016,-0.0922,1.0483,-0.8684,1.8798,1.6949,0.8013,0.0974,0.8682,14.6
2.4114,-0.4919,1.0733,0.6016,-0.0144,0.7384,-0.9797,1.8798,1.6949,0.8013,0.1696,0.1014,21.4
0.6846,-0.4919,1.0733,-0.1354,0.0086,-0.0916,-0.2321,1.8798,1.6949,0.8013,0.4405,-0.2679,23.0
0.6611,-0.4919,1.0733,-0.1354,0.9069,0.2717,-0.2791,1.8798,1.6949,0.8013,0.3641,-0.7355,23.7
0.6658,-0.4919,1.0733,-0.1354,1.4569,0.3465,-0.239,1.8798,1.6949,0.8013,0.4081,-0.8492,25.0
0.0747,-0.4919,1.0733,-0.1354,-0.8403,-0.9608,0.11,1.8798,1.6949,0.8013,0.3611,-0.3178,21.8
-0.0145,-0.4919,1.0733,0.3229,-0.6475,-0.9038,-0.08,1.8798,1.6949,0.8013,-0.0815,0.1373,20.6
0.2483,-0.4919,1.0733,0.3229,0.1324,-0.5476,0.0559,1.8798,1.6949,0.8013,0.2753,-0.2929,21.2
0.6578,-0.4919,1.0733,0.3229,-0.2178,0.4463,-0.1704,1.8798,1.6949,0.8013,0.3563,0.3929,19.1
0.4841,-0.4919,1.0733,0.3229,-0.5874,-0.5013,-0.3701,1.8798,1.6949,0.8013,0.2673,-0.1573,20.6
-0.4666,-0.4919,2.4965,0.5566,-1.385,0.9058,-1.0459,-0.566,1.9749,0.754,0.4044,0.8729,15.2
-0.46,-0.4919,2.4965,0.5566,-1.4557,1.1053,-1.0791,-0.566,1.9749,0.754,-0.6135,1.794,7.0
-0.4551,-0.4919,2.4965,0.5566,-2.0234,1.0946,-1.045,-0.566,1.9749,0.754,-1.1245,2.6839,8.1
-0.4757,-0.4919,2.4965,0.5566,-0.4495,1.1231,-1.0219,-0.566,1.9749,0.754,0.305,0.8745,13.6
-0.4746,-0.4919,2.4965,0.5566,-0.4495,0.5781,-0.8992,-0.566,1.9749,0.754,0.4405,0.1389,20.1
-0.462,-0.4919,-0.1683,0.3409,-0.9375,-0.4728,-0.7612,-0.3215,-0.0161,0.328,0.4405,-0.07,21.8
-0.4404,-0.4919,-0.1683,0.3409,-0.5503,-0.8789,-0.7612,-0.3215,-0.0161,0.328,0.4405,0.1763,24.5
-0.4608,-0.4919,-0.1683,0.3409,-1.003,-1.3705,-0.5496,-0.3215,-0.0161,0.328,0.3685,0.8012,23.1
-0.4384,-0.4919,-0.1683,0.3409,-1.4981,0.2005,-0.5496,-0.3215,-0.0161,0.328,0.4405,1.3529,19.7
-0.4427,-0.4919,-0.1683,0.3409,-0.7837,0.1185,-0.5019,-0.3215,-0.0161,0.328,0.4405,0.2557,18.3
-0.4486,-0.4919,-0.1683,0.3409,-0.3858,-0.0703,-0.7473,-0.3215,-0.0161,0.328,0.4405,0.0718,21.2
-0.4611,-0.4919,-0.1683,0.3409,-1.1816,0.2218,-0.752,-0.3215,-0.0161,0.328,0.4179,0.4116,17.5
-0.4516,-0.4919,-0.1683,0.3409,-0.3716,0.4427,-0.7021,-0.3215,-0.0161,0.328,0.4405,0.2916,16.8
-0.4845,-0.4919,0.1624,0.2331,0.6293,0.0651,-0.7121,-0.9329,-0.7503,1.18,0.3425,-0.4347,22.4
-0.488,-0.4919,0.1624,0.2331,-0.2072,0.3358,-0.8091,-0.9329,-0.7503,1.18,0.4405,-0.5266,20.6
-0.4848,-0.4919,0.1624,0.2331,1.3066,0.8452,-0.87,-0.9329,-0.7503,1.18,0.4405,-1.0628,23.9
-0.4749,-0.4919,0.1624,0.2331,0.9848,0.7847,-0.7576,-0.9329,-0.7503,1.18,0.3717,-0.9318,22.0
-0.4875,-0.4919,0.1624,0.2331,-0.3663,0.4819,-0.6987,-0.9329,-0.7503,1.18,0.4405,-0.7137,11.9
